p,d,n,n_unique,pattern
200,500,2,2,"['1', '4']"
201,500,2,2,"['1', '4']"
202,505,2,2,"['1', '4']"
203,505,2,2,"['1', '4']"
204,510,2,2,"['1', '4']"
205,510,2,2,"['1', '4']"
206,515,2,2,"['1', '4']"
207,515,2,2,"['1', '4']"
208,520,2,2,"['1', '4']"
209,520,2,2,"['1', '4']"
210,525,2,2,"['1', '4']"
211,525,2,2,"['1', '4']"
212,490,3,2,"['1', '3', '3']"
213,497,3,2,"['1', '3', '3']"
214,497,3,2,"['1', '3', '3']"
215,497,3,2,"['1', '3', '3']"
216,504,3,2,"['1', '3', '3']"
217,504,3,2,"['1', '3', '3']"
218,504,3,2,"['1', '3', '3']"
219,511,3,2,"['1', '3', '3']"
220,511,3,2,"['1', '3', '3']"
221,511,3,2,"['1', '3', '3']"
222,518,3,2,"['1', '3', '3']"
223,518,3,2,"['1', '3', '3']"
224,518,3,2,"['1', '3', '3']"
225,525,3,2,"['1', '3', '3']"
226,525,3,2,"['1', '3', '3']"
227,525,3,2,"['1', '3', '3']"
228,513,4,3,"['1', '1', '3', '4']"
229,513,4,3,"['1', '1', '3', '4']"
230,513,4,3,"['1', '1', '3', '4']"
231,513,4,3,"['1', '1', '3', '4']"
232,522,4,3,"['1', '1', '3', '4']"
233,522,4,3,"['1', '1', '3', '4']"
234,522,4,3,"['1', '1', '3', '4']"
235,522,4,3,"['1', '1', '3', '4']"
236,517,5,2,"['1', '1', '3', '3', '3']"
237,517,5,2,"['1', '1', '3', '3', '3']"
238,517,5,2,"['1', '1', '3', '3', '3']"
239,517,5,2,"['1', '1', '3', '3', '3']"
240,480,1,1,['2']
241,482,1,1,['2']
242,484,1,1,['2']
243,486,1,1,['2']
244,488,1,1,['2']
245,490,1,1,['2']
246,492,1,1,['2']
247,494,1,1,['2']
248,496,1,1,['2']
249,498,1,1,['2']
250,500,1,1,['2']
251,502,1,1,['2']
252,504,1,1,['2']
253,506,1,1,['2']
254,508,1,1,['2']
255,510,1,1,['2']
256,512,1,1,['2']
257,514,1,1,['2']
258,516,1,1,['2']
259,518,1,1,['2']
260,520,1,1,['2']
261,522,1,1,['2']
262,524,1,1,['2']
263,524,2,2,"['1', '3']"
264,520,5,3,"['1', '2', '2', '2', '3']"
265,484,6,2,"['1', '2', '2', '2', '2', '2']"
266,484,6,2,"['1', '2', '2', '2', '2', '2']"
267,484,6,2,"['1', '2', '2', '2', '2', '2']"
268,484,6,2,"['1', '2', '2', '2', '2', '2']"
269,484,6,2,"['1', '2', '2', '2', '2', '2']"
270,486,5,3,"['1', '1', '2', '2', '3']"
271,486,5,3,"['1', '1', '2', '2', '3']"
272,486,5,3,"['1', '1', '2', '2', '3']"
273,486,5,3,"['1', '1', '2', '2', '3']"
274,486,5,3,"['1', '1', '2', '2', '3']"
275,495,5,3,"['1', '1', '2', '2', '3']"
276,483,4,2,"['1', '2', '2', '2']"
277,483,4,2,"['1', '2', '2', '2']"
278,483,4,2,"['1', '2', '2', '2']"
279,483,4,2,"['1', '2', '2', '2']"
280,490,4,2,"['1', '2', '2', '2']"
281,490,4,2,"['1', '2', '2', '2']"
282,490,4,2,"['1', '2', '2', '2']"
283,490,4,2,"['1', '2', '2', '2']"
284,497,4,2,"['1', '2', '2', '2']"
285,497,4,2,"['1', '2', '2', '2']"
286,497,4,2,"['1', '2', '2', '2']"
287,497,4,2,"['1', '2', '2', '2']"
288,480,3,2,"['1', '2', '2']"
289,480,3,2,"['1', '2', '2']"
290,480,3,2,"['1', '2', '2']"
291,485,3,2,"['1', '2', '2']"
292,485,3,2,"['1', '2', '2']"
293,485,3,2,"['1', '2', '2']"
294,490,3,2,"['1', '2', '2']"
295,490,3,2,"['1', '2', '2']"
296,490,3,2,"['1', '2', '2']"
297,495,3,2,"['1', '2', '2']"
298,495,3,2,"['1', '2', '2']"
299,495,3,2,"['1', '2', '2']"
300,500,3,2,"['1', '2', '2']"
301,500,3,2,"['1', '2', '2']"
302,500,3,2,"['1', '2', '2']"
303,505,3,2,"['1', '2', '2']"
304,505,3,2,"['1', '2', '2']"
305,505,3,2,"['1', '2', '2']"
306,510,3,2,"['1', '2', '2']"
307,510,3,2,"['1', '2', '2']"
308,510,3,2,"['1', '2', '2']"
309,515,3,2,"['1', '2', '2']"
310,515,3,2,"['1', '2', '2']"
311,515,3,2,"['1', '2', '2']"
312,520,3,2,"['1', '2', '2']"
313,520,3,2,"['1', '2', '2']"
314,520,3,2,"['1', '2', '2']"
315,525,3,2,"['1', '2', '2']"
316,525,3,2,"['1', '2', '2']"
317,525,3,2,"['1', '2', '2']"
318,504,5,2,"['1', '1', '2', '2', '2']"
319,504,5,2,"['1', '1', '2', '2', '2']"
320,480,2,2,"['1', '2']"
321,480,2,2,"['1', '2']"
322,483,2,2,"['1', '2']"
323,483,2,2,"['1', '2']"
324,486,2,2,"['1', '2']"
325,486,2,2,"['1', '2']"
326,489,2,2,"['1', '2']"
327,489,2,2,"['1', '2']"
328,492,2,2,"['1', '2']"
329,492,2,2,"['1', '2']"
330,495,2,2,"['1', '2']"
331,495,2,2,"['1', '2']"
332,498,2,2,"['1', '2']"
333,498,2,2,"['1', '2']"
334,501,2,2,"['1', '2']"
335,501,2,2,"['1', '2']"
336,504,2,2,"['1', '2']"
337,504,2,2,"['1', '2']"
338,507,2,2,"['1', '2']"
339,507,2,2,"['1', '2']"
340,510,2,2,"['1', '2']"
341,510,2,2,"['1', '2']"
342,513,2,2,"['1', '2']"
343,513,2,2,"['1', '2']"
344,516,2,2,"['1', '2']"
345,516,2,2,"['1', '2']"
346,519,2,2,"['1', '2']"
347,519,2,2,"['1', '2']"
348,522,2,2,"['1', '2']"
349,522,2,2,"['1', '2']"
350,525,2,2,"['1', '2']"
351,525,2,2,"['1', '2']"
352,490,5,2,"['1', '1', '1', '1', '3']"
353,490,5,2,"['1', '1', '1', '1', '3']"
354,490,5,2,"['1', '1', '1', '1', '3']"
355,497,5,2,"['1', '1', '1', '1', '3']"
356,497,5,2,"['1', '1', '1', '1', '3']"
357,497,5,2,"['1', '1', '1', '1', '3']"
358,497,5,2,"['1', '1', '1', '1', '3']"
359,497,5,2,"['1', '1', '1', '1', '3']"
360,480,3,2,"['1', '1', '2']"
361,480,3,2,"['1', '1', '2']"
362,480,3,2,"['1', '1', '2']"
363,484,3,2,"['1', '1', '2']"
364,484,3,2,"['1', '1', '2']"
365,484,3,2,"['1', '1', '2']"
366,488,3,2,"['1', '1', '2']"
367,488,3,2,"['1', '1', '2']"
368,488,3,2,"['1', '1', '2']"
369,492,3,2,"['1', '1', '2']"
370,492,3,2,"['1', '1', '2']"
371,492,3,2,"['1', '1', '2']"
372,496,3,2,"['1', '1', '2']"
373,496,3,2,"['1', '1', '2']"
374,496,3,2,"['1', '1', '2']"
375,500,3,2,"['1', '1', '2']"
376,500,3,2,"['1', '1', '2']"
377,500,3,2,"['1', '1', '2']"
378,504,3,2,"['1', '1', '2']"
379,504,3,2,"['1', '1', '2']"
380,504,3,2,"['1', '1', '2']"
381,508,3,2,"['1', '1', '2']"
382,508,3,2,"['1', '1', '2']"
383,508,3,2,"['1', '1', '2']"
384,512,3,2,"['1', '1', '2']"
385,512,3,2,"['1', '1', '2']"
386,512,3,2,"['1', '1', '2']"
387,516,3,2,"['1', '1', '2']"
388,516,3,2,"['1', '1', '2']"
389,516,3,2,"['1', '1', '2']"
390,520,3,2,"['1', '1', '2']"
391,520,3,2,"['1', '1', '2']"
392,520,3,2,"['1', '1', '2']"
393,524,3,2,"['1', '1', '2']"
394,524,3,2,"['1', '1', '2']"
395,524,3,2,"['1', '1', '2']"
396,495,4,2,"['1', '1', '1', '2']"
397,495,4,2,"['1', '1', '1', '2']"
398,495,4,2,"['1', '1', '1', '2']"
399,495,4,2,"['1', '1', '1', '2']"
400,500,4,2,"['1', '1', '1', '2']"
401,500,4,2,"['1', '1', '1', '2']"
402,500,4,2,"['1', '1', '1', '2']"
403,500,4,2,"['1', '1', '1', '2']"
404,505,4,2,"['1', '1', '1', '2']"
405,505,4,2,"['1', '1', '1', '2']"
406,505,4,2,"['1', '1', '1', '2']"
407,505,4,2,"['1', '1', '1', '2']"
408,510,4,2,"['1', '1', '1', '2']"
409,510,4,2,"['1', '1', '1', '2']"
410,510,4,2,"['1', '1', '1', '2']"
411,510,4,2,"['1', '1', '1', '2']"
412,515,4,2,"['1', '1', '1', '2']"
413,515,4,2,"['1', '1', '1', '2']"
414,515,4,2,"['1', '1', '1', '2']"
415,515,4,2,"['1', '1', '1', '2']"
416,520,4,2,"['1', '1', '1', '2']"
417,520,4,2,"['1', '1', '1', '2']"
418,520,4,2,"['1', '1', '1', '2']"
419,520,4,2,"['1', '1', '1', '2']"
420,525,4,2,"['1', '1', '1', '2']"
421,525,4,2,"['1', '1', '1', '2']"
422,525,4,2,"['1', '1', '1', '2']"
423,525,4,2,"['1', '1', '1', '2']"
424,504,5,2,"['1', '1', '1', '1', '2']"
425,510,5,2,"['1', '1', '1', '1', '2']"
426,510,5,2,"['1', '1', '1', '1', '2']"
427,510,5,2,"['1', '1', '1', '1', '2']"
428,510,5,2,"['1', '1', '1', '1', '2']"
429,510,5,2,"['1', '1', '1', '1', '2']"
430,516,5,2,"['1', '1', '1', '1', '2']"
431,516,5,2,"['1', '1', '1', '1', '2']"
432,516,5,2,"['1', '1', '1', '1', '2']"
433,516,5,2,"['1', '1', '1', '1', '2']"
434,516,5,2,"['1', '1', '1', '1', '2']"
435,522,5,2,"['1', '1', '1', '1', '2']"
436,522,5,2,"['1', '1', '1', '1', '2']"
437,522,5,2,"['1', '1', '1', '1', '2']"
438,522,5,2,"['1', '1', '1', '1', '2']"
439,522,5,2,"['1', '1', '1', '1', '2']"
440,511,6,2,"['1', '1', '1', '1', '1', '2']"
441,511,6,2,"['1', '1', '1', '1', '1', '2']"
442,511,6,2,"['1', '1', '1', '1', '1', '2']"
443,511,6,2,"['1', '1', '1', '1', '1', '2']"
444,518,6,2,"['1', '1', '1', '1', '1', '2']"
445,518,6,2,"['1', '1', '1', '1', '1', '2']"
446,518,6,2,"['1', '1', '1', '1', '1', '2']"
447,518,6,2,"['1', '1', '1', '1', '1', '2']"
448,518,6,2,"['1', '1', '1', '1', '1', '2']"
449,518,6,2,"['1', '1', '1', '1', '1', '2']"
450,525,6,2,"['1', '1', '1', '1', '1', '2']"
451,525,6,2,"['1', '1', '1', '1', '1', '2']"
452,525,6,2,"['1', '1', '1', '1', '1', '2']"
453,525,6,2,"['1', '1', '1', '1', '1', '2']"
454,525,6,2,"['1', '1', '1', '1', '1', '2']"
455,525,6,2,"['1', '1', '1', '1', '1', '2']"
456,520,7,2,"['1', '1', '1', '1', '1', '1', '2']"
457,520,7,2,"['1', '1', '1', '1', '1', '1', '2']"
458,520,7,2,"['1', '1', '1', '1', '1', '1', '2']"
459,520,7,2,"['1', '1', '1', '1', '1', '1', '2']"
460,520,7,2,"['1', '1', '1', '1', '1', '1', '2']"
461,520,7,2,"['1', '1', '1', '1', '1', '1', '2']"
462,513,8,2,"['1', '1', '1', '1', '1', '1', '1', '2']"
463,513,8,2,"['1', '1', '1', '1', '1', '1', '1', '2']"
464,522,8,2,"['1', '1', '1', '1', '1', '1', '1', '2']"
465,522,8,2,"['1', '1', '1', '1', '1', '1', '1', '2']"
466,522,8,2,"['1', '1', '1', '1', '1', '1', '1', '2']"
467,522,8,2,"['1', '1', '1', '1', '1', '1', '1', '2']"
468,522,8,2,"['1', '1', '1', '1', '1', '1', '1', '2']"
469,522,8,2,"['1', '1', '1', '1', '1', '1', '1', '2']"
470,522,8,2,"['1', '1', '1', '1', '1', '1', '1', '2']"
471,522,8,2,"['1', '1', '1', '1', '1', '1', '1', '2']"
472,520,9,2,"['1', '1', '1', '1', '1', '1', '1', '1', '2']"
473,520,9,2,"['1', '1', '1', '1', '1', '1', '1', '1', '2']"
474,520,9,2,"['1', '1', '1', '1', '1', '1', '1', '1', '2']"
475,520,9,2,"['1', '1', '1', '1', '1', '1', '1', '1', '2']"
476,520,9,2,"['1', '1', '1', '1', '1', '1', '1', '1', '2']"
477,517,10,2,"['1', '1', '1', '1', '1', '1', '1', '1', '1', '2']"
478,517,10,2,"['1', '1', '1', '1', '1', '1', '1', '1', '1', '2']"
479,517,10,2,"['1', '1', '1', '1', '1', '1', '1', '1', '1', '2']"
480,480,1,1,['1']
481,481,1,1,['1']
482,482,1,1,['1']
483,483,1,1,['1']
484,484,1,1,['1']
485,485,1,1,['1']
486,486,1,1,['1']
487,487,1,1,['1']
488,488,1,1,['1']
489,489,1,1,['1']
490,490,1,1,['1']
491,491,1,1,['1']
492,492,1,1,['1']
493,493,1,1,['1']
494,494,1,1,['1']
495,495,1,1,['1']
496,496,1,1,['1']
497,497,1,1,['1']
498,498,1,1,['1']
499,499,1,1,['1']
500,500,1,1,['1']
501,501,1,1,['1']
502,502,1,1,['1']
503,503,1,1,['1']
504,504,1,1,['1']
505,505,1,1,['1']
506,506,1,1,['1']
507,507,1,1,['1']
508,508,1,1,['1']
509,509,1,1,['1']
510,510,1,1,['1']
511,511,1,1,['1']
512,512,1,1,['1']
513,513,1,1,['1']
514,514,1,1,['1']
515,515,1,1,['1']
516,516,1,1,['1']
517,517,1,1,['1']
518,518,1,1,['1']
519,519,1,1,['1']
520,520,1,1,['1']
521,521,1,1,['1']
522,522,1,1,['1']
523,523,1,1,['1']
524,524,1,1,['1']
525,525,1,1,['1']
526,488,7,2,"['1/2', '1', '1', '1', '1', '1', '1']"
527,488,7,2,"['1/2', '1', '1', '1', '1', '1', '1']"
528,484,6,2,"['1/2', '1', '1', '1', '1', '1']"
529,484,6,2,"['1/2', '1', '1', '1', '1', '1']"
530,484,6,2,"['1/2', '1', '1', '1', '1', '1']"
531,484,6,2,"['1/2', '1', '1', '1', '1', '1']"
532,484,6,2,"['1/2', '1', '1', '1', '1', '1']"
533,484,6,2,"['1/2', '1', '1', '1', '1', '1']"
534,490,6,2,"['1/2', '1', '1', '1', '1', '1']"
535,482,5,2,"['1/2', '1', '1', '1', '1']"
536,482,5,2,"['1/2', '1', '1', '1', '1']"
537,482,5,2,"['1/2', '1', '1', '1', '1']"
538,482,5,2,"['1/2', '1', '1', '1', '1']"
539,482,5,2,"['1/2', '1', '1', '1', '1']"
540,486,5,2,"['1/2', '1', '1', '1', '1']"
541,486,5,2,"['1/2', '1', '1', '1', '1']"
542,486,5,2,"['1/2', '1', '1', '1', '1']"
543,486,5,2,"['1/2', '1', '1', '1', '1']"
544,486,5,2,"['1/2', '1', '1', '1', '1']"
545,491,5,2,"['1/2', '1', '1', '1', '1']"
546,491,5,2,"['1/2', '1', '1', '1', '1']"
547,491,5,2,"['1/2', '1', '1', '1', '1']"
548,480,4,2,"['1/2', '1', '1', '1']"
549,480,4,2,"['1/2', '1', '1', '1']"
550,480,4,2,"['1/2', '1', '1', '1']"
551,480,4,2,"['1/2', '1', '1', '1']"
552,483,4,2,"['1/2', '1', '1', '1']"
553,483,4,2,"['1/2', '1', '1', '1']"
554,483,4,2,"['1/2', '1', '1', '1']"
555,483,4,2,"['1/2', '1', '1', '1']"
556,487,4,2,"['1/2', '1', '1', '1']"
557,487,4,2,"['1/2', '1', '1', '1']"
558,487,4,2,"['1/2', '1', '1', '1']"
559,487,4,2,"['1/2', '1', '1', '1']"
560,490,4,2,"['1/2', '1', '1', '1']"
561,490,4,2,"['1/2', '1', '1', '1']"
562,490,4,2,"['1/2', '1', '1', '1']"
563,490,4,2,"['1/2', '1', '1', '1']"
564,494,4,2,"['1/2', '1', '1', '1']"
565,494,4,2,"['1/2', '1', '1', '1']"
566,494,4,2,"['1/2', '1', '1', '1']"
567,494,4,2,"['1/2', '1', '1', '1']"
568,497,4,2,"['1/2', '1', '1', '1']"
569,497,4,2,"['1/2', '1', '1', '1']"
570,497,4,2,"['1/2', '1', '1', '1']"
571,497,4,2,"['1/2', '1', '1', '1']"
572,501,4,2,"['1/2', '1', '1', '1']"
573,501,4,2,"['1/2', '1', '1', '1']"
574,501,4,2,"['1/2', '1', '1', '1']"
575,501,4,2,"['1/2', '1', '1', '1']"
576,480,3,2,"['1/2', '1', '1']"
577,480,3,2,"['1/2', '1', '1']"
578,480,3,2,"['1/2', '1', '1']"
579,483,3,2,"['1/2', '1', '1']"
580,483,3,2,"['1/2', '1', '1']"
581,483,3,2,"['1/2', '1', '1']"
582,485,3,2,"['1/2', '1', '1']"
583,485,3,2,"['1/2', '1', '1']"
584,485,3,2,"['1/2', '1', '1']"
585,488,3,2,"['1/2', '1', '1']"
586,488,3,2,"['1/2', '1', '1']"
587,488,3,2,"['1/2', '1', '1']"
588,490,3,2,"['1/2', '1', '1']"
589,490,3,2,"['1/2', '1', '1']"
590,490,3,2,"['1/2', '1', '1']"
591,493,3,2,"['1/2', '1', '1']"
592,493,3,2,"['1/2', '1', '1']"
593,493,3,2,"['1/2', '1', '1']"
594,495,3,2,"['1/2', '1', '1']"
595,495,3,2,"['1/2', '1', '1']"
596,495,3,2,"['1/2', '1', '1']"
597,498,3,2,"['1/2', '1', '1']"
598,498,3,2,"['1/2', '1', '1']"
599,498,3,2,"['1/2', '1', '1']"
600,500,3,2,"['1/2', '1', '1']"
601,500,3,2,"['1/2', '1', '1']"
602,500,3,2,"['1/2', '1', '1']"
603,503,3,2,"['1/2', '1', '1']"
604,503,3,2,"['1/2', '1', '1']"
605,503,3,2,"['1/2', '1', '1']"
606,505,3,2,"['1/2', '1', '1']"
607,505,3,2,"['1/2', '1', '1']"
608,505,3,2,"['1/2', '1', '1']"
609,508,3,2,"['1/2', '1', '1']"
610,508,3,2,"['1/2', '1', '1']"
611,508,3,2,"['1/2', '1', '1']"
612,510,3,2,"['1/2', '1', '1']"
613,510,3,2,"['1/2', '1', '1']"
614,510,3,2,"['1/2', '1', '1']"
615,513,3,2,"['1/2', '1', '1']"
616,513,3,2,"['1/2', '1', '1']"
617,513,3,2,"['1/2', '1', '1']"
618,481,3,2,"['1/3', '1', '1']"
619,481,3,2,"['1/3', '1', '1']"
620,481,3,2,"['1/3', '1', '1']"
621,483,3,2,"['1/3', '1', '1']"
622,483,3,2,"['1/3', '1', '1']"
623,483,3,2,"['1/3', '1', '1']"
624,486,3,2,"['1/3', '1', '1']"
625,486,3,2,"['1/3', '1', '1']"
626,486,3,2,"['1/3', '1', '1']"
627,488,3,2,"['1/3', '1', '1']"
628,488,3,2,"['1/3', '1', '1']"
629,488,3,2,"['1/3', '1', '1']"
630,490,3,2,"['1/3', '1', '1']"
631,490,3,2,"['1/3', '1', '1']"
632,490,3,2,"['1/3', '1', '1']"
633,493,3,2,"['1/3', '1', '1']"
634,493,3,2,"['1/3', '1', '1']"
635,493,3,2,"['1/3', '1', '1']"
636,495,3,2,"['1/3', '1', '1']"
637,495,3,2,"['1/3', '1', '1']"
638,495,3,2,"['1/3', '1', '1']"
639,497,3,2,"['1/3', '1', '1']"
640,480,2,2,"['1/2', '1']"
641,480,2,2,"['1/2', '1']"
642,482,2,2,"['1/2', '1']"
643,482,2,2,"['1/2', '1']"
644,483,2,2,"['1/2', '1']"
645,483,2,2,"['1/2', '1']"
646,485,2,2,"['1/2', '1']"
647,485,2,2,"['1/2', '1']"
648,486,2,2,"['1/2', '1']"
649,486,2,2,"['1/2', '1']"
650,488,2,2,"['1/2', '1']"
651,488,2,2,"['1/2', '1']"
652,489,2,2,"['1/2', '1']"
653,489,2,2,"['1/2', '1']"
654,491,2,2,"['1/2', '1']"
655,491,2,2,"['1/2', '1']"
656,492,2,2,"['1/2', '1']"
657,492,2,2,"['1/2', '1']"
658,494,2,2,"['1/2', '1']"
659,494,2,2,"['1/2', '1']"
660,495,2,2,"['1/2', '1']"
661,495,2,2,"['1/2', '1']"
662,497,2,2,"['1/2', '1']"
663,497,2,2,"['1/2', '1']"
664,498,2,2,"['1/2', '1']"
665,498,2,2,"['1/2', '1']"
666,500,2,2,"['1/2', '1']"
667,500,2,2,"['1/2', '1']"
668,501,2,2,"['1/2', '1']"
669,501,2,2,"['1/2', '1']"
670,503,2,2,"['1/2', '1']"
671,503,2,2,"['1/2', '1']"
672,504,2,2,"['1/2', '1']"
673,504,2,2,"['1/2', '1']"
674,506,2,2,"['1/2', '1']"
675,506,2,2,"['1/2', '1']"
676,507,2,2,"['1/2', '1']"
677,507,2,2,"['1/2', '1']"
678,509,2,2,"['1/2', '1']"
679,509,2,2,"['1/2', '1']"
680,510,2,2,"['1/2', '1']"
681,510,2,2,"['1/2', '1']"
682,512,2,2,"['1/2', '1']"
683,512,2,2,"['1/2', '1']"
684,513,2,2,"['1/2', '1']"
685,513,2,2,"['1/2', '1']"
686,515,2,2,"['1/2', '1']"
687,515,2,2,"['1/2', '1']"
688,516,2,2,"['1/2', '1']"
689,516,2,2,"['1/2', '1']"
690,518,2,2,"['1/2', '1']"
691,518,2,2,"['1/2', '1']"
692,519,2,2,"['1/2', '1']"
693,519,2,2,"['1/2', '1']"
694,521,2,2,"['1/2', '1']"
695,521,2,2,"['1/2', '1']"
696,522,2,2,"['1/2', '1']"
697,522,2,2,"['1/2', '1']"
698,524,2,2,"['1/2', '1']"
699,524,2,2,"['1/2', '1']"
700,525,2,2,"['1/2', '1']"
701,525,2,2,"['1/2', '1']"
702,497,4,3,"['1/3', '1/2', '1', '1']"
703,497,4,3,"['1/3', '1/2', '1', '1']"
704,499,4,3,"['1/3', '1/2', '1', '1']"
705,499,4,3,"['1/3', '1/2', '1', '1']"
706,499,4,3,"['1/3', '1/2', '1', '1']"
707,499,4,3,"['1/3', '1/2', '1', '1']"
708,502,4,3,"['1/3', '1/2', '1', '1']"
709,502,4,3,"['1/3', '1/2', '1', '1']"
710,502,4,3,"['1/3', '1/2', '1', '1']"
711,502,4,3,"['1/3', '1/2', '1', '1']"
712,505,4,3,"['1/3', '1/2', '1', '1']"
713,505,4,3,"['1/3', '1/2', '1', '1']"
714,505,4,3,"['1/3', '1/2', '1', '1']"
715,505,4,3,"['1/3', '1/2', '1', '1']"
716,508,4,3,"['1/3', '1/2', '1', '1']"
717,508,4,3,"['1/3', '1/2', '1', '1']"
718,508,4,3,"['1/3', '1/2', '1', '1']"
719,508,4,3,"['1/3', '1/2', '1', '1']"
720,480,2,2,"['1/3', '1']"
721,480,2,2,"['1/3', '1']"
722,482,2,2,"['1/3', '1']"
723,482,2,2,"['1/3', '1']"
724,483,2,2,"['1/3', '1']"
725,483,2,2,"['1/3', '1']"
726,484,2,2,"['1/3', '1']"
727,484,2,2,"['1/3', '1']"
728,486,2,2,"['1/3', '1']"
729,486,2,2,"['1/3', '1']"
730,487,2,2,"['1/3', '1']"
731,487,2,2,"['1/3', '1']"
732,488,2,2,"['1/3', '1']"
733,488,2,2,"['1/3', '1']"
734,490,2,2,"['1/3', '1']"
735,490,2,2,"['1/3', '1']"
736,491,2,2,"['1/3', '1']"
737,491,2,2,"['1/3', '1']"
738,492,2,2,"['1/3', '1']"
739,492,2,2,"['1/3', '1']"
740,494,2,2,"['1/3', '1']"
741,494,2,2,"['1/3', '1']"
742,495,2,2,"['1/3', '1']"
743,495,2,2,"['1/3', '1']"
744,496,2,2,"['1/3', '1']"
745,496,2,2,"['1/3', '1']"
746,498,2,2,"['1/3', '1']"
747,498,2,2,"['1/3', '1']"
748,499,2,2,"['1/3', '1']"
749,499,2,2,"['1/3', '1']"
750,500,2,2,"['1/3', '1']"
751,500,2,2,"['1/3', '1']"
752,502,2,2,"['1/3', '1']"
753,502,2,2,"['1/3', '1']"
754,503,2,2,"['1/3', '1']"
755,503,2,2,"['1/3', '1']"
756,504,2,2,"['1/3', '1']"
757,504,2,2,"['1/3', '1']"
758,506,2,2,"['1/3', '1']"
759,506,2,2,"['1/3', '1']"
760,507,2,2,"['1/3', '1']"
761,507,2,2,"['1/3', '1']"
762,508,2,2,"['1/3', '1']"
763,508,2,2,"['1/3', '1']"
764,510,2,2,"['1/3', '1']"
765,510,2,2,"['1/3', '1']"
766,511,2,2,"['1/3', '1']"
767,511,2,2,"['1/3', '1']"
768,512,2,2,"['1/3', '1']"
769,512,2,2,"['1/3', '1']"
770,514,2,2,"['1/3', '1']"
771,514,2,2,"['1/3', '1']"
772,515,2,2,"['1/3', '1']"
773,515,2,2,"['1/3', '1']"
774,516,2,2,"['1/3', '1']"
775,516,2,2,"['1/3', '1']"
776,518,2,2,"['1/3', '1']"
777,518,2,2,"['1/3', '1']"
778,519,2,2,"['1/3', '1']"
779,519,2,2,"['1/3', '1']"
780,520,2,2,"['1/3', '1']"
781,520,2,2,"['1/3', '1']"
782,522,2,2,"['1/3', '1']"
783,522,2,2,"['1/3', '1']"
784,523,2,2,"['1/3', '1']"
785,523,2,2,"['1/3', '1']"
786,524,2,2,"['1/3', '1']"
787,524,2,2,"['1/3', '1']"
788,481,3,3,"['1/3', '1/2', '1']"
789,483,3,3,"['1/3', '1/2', '1']"
790,483,3,3,"['1/3', '1/2', '1']"
791,483,3,3,"['1/3', '1/2', '1']"
792,484,3,3,"['1/3', '1/2', '1']"
793,484,3,3,"['1/3', '1/2', '1']"
794,484,3,3,"['1/3', '1/2', '1']"
795,487,3,3,"['1/3', '1/2', '1']"
796,487,3,3,"['1/3', '1/2', '1']"
797,487,3,3,"['1/3', '1/2', '1']"
798,488,3,3,"['1/3', '1/2', '1']"
799,488,3,3,"['1/3', '1/2', '1']"
800,488,3,3,"['1/3', '1/2', '1']"
801,490,3,3,"['1/3', '1/2', '1']"
802,490,3,3,"['1/3', '1/2', '1']"
803,490,3,3,"['1/3', '1/2', '1']"
804,492,3,3,"['1/3', '1/2', '1']"
805,492,3,3,"['1/3', '1/2', '1']"
806,492,3,3,"['1/3', '1/2', '1']"
807,494,3,3,"['1/3', '1/2', '1']"
808,494,3,3,"['1/3', '1/2', '1']"
809,494,3,3,"['1/3', '1/2', '1']"
810,495,3,3,"['1/3', '1/2', '1']"
811,495,3,3,"['1/3', '1/2', '1']"
812,495,3,3,"['1/3', '1/2', '1']"
813,498,3,3,"['1/3', '1/2', '1']"
814,498,3,3,"['1/3', '1/2', '1']"
815,498,3,3,"['1/3', '1/2', '1']"
816,499,3,3,"['1/3', '1/2', '1']"
817,499,3,3,"['1/3', '1/2', '1']"
818,499,3,3,"['1/3', '1/2', '1']"
819,501,3,3,"['1/3', '1/2', '1']"
820,501,3,3,"['1/3', '1/2', '1']"
821,501,3,3,"['1/3', '1/2', '1']"
822,503,3,3,"['1/3', '1/2', '1']"
823,503,3,3,"['1/3', '1/2', '1']"
824,503,3,3,"['1/3', '1/2', '1']"
825,505,3,3,"['1/3', '1/2', '1']"
826,505,3,3,"['1/3', '1/2', '1']"
827,505,3,3,"['1/3', '1/2', '1']"
828,506,3,3,"['1/3', '1/2', '1']"
829,506,3,3,"['1/3', '1/2', '1']"
830,506,3,3,"['1/3', '1/2', '1']"
831,509,3,3,"['1/3', '1/2', '1']"
832,509,3,3,"['1/3', '1/2', '1']"
833,509,3,3,"['1/3', '1/2', '1']"
834,510,3,3,"['1/3', '1/2', '1']"
835,510,3,3,"['1/3', '1/2', '1']"
836,510,3,3,"['1/3', '1/2', '1']"
837,512,3,3,"['1/3', '1/2', '1']"
838,512,3,3,"['1/3', '1/2', '1']"
839,512,3,3,"['1/3', '1/2', '1']"
840,514,3,3,"['1/3', '1/2', '1']"
841,514,3,3,"['1/3', '1/2', '1']"
842,514,3,3,"['1/3', '1/2', '1']"
843,516,3,3,"['1/3', '1/2', '1']"
844,516,3,3,"['1/3', '1/2', '1']"
845,516,3,3,"['1/3', '1/2', '1']"
846,517,3,3,"['1/3', '1/2', '1']"
847,517,3,3,"['1/3', '1/2', '1']"
848,517,3,3,"['1/3', '1/2', '1']"
849,520,3,3,"['1/3', '1/2', '1']"
