p,d,n,n_unique,pattern
2786,512,2,2,"['1/6', '1/5']"
2787,512,2,2,"['1/6', '1/5']"
2788,512,2,2,"['1/6', '1/5']"
2789,512,2,2,"['1/6', '1/5']"
2790,512,2,2,"['1/6', '1/5']"
2791,512,2,2,"['1/6', '1/5']"
2792,480,2,2,"['1/7', '1/5']"
2793,480,2,2,"['1/7', '1/5']"
2794,480,2,2,"['1/7', '1/5']"
2795,480,2,2,"['1/7', '1/5']"
2796,480,2,2,"['1/7', '1/5']"
2797,480,2,2,"['1/7', '1/5']"
2798,480,2,2,"['1/7', '1/5']"
2799,480,2,2,"['1/7', '1/5']"
2800,480,2,2,"['1/7', '1/5']"
2801,480,2,2,"['1/7', '1/5']"
2802,482,2,2,"['1/7', '1/5']"
2803,482,2,2,"['1/7', '1/5']"
2804,482,2,2,"['1/7', '1/5']"
2805,482,2,2,"['1/7', '1/5']"
2806,482,2,2,"['1/7', '1/5']"
2807,482,2,2,"['1/7', '1/5']"
2808,482,2,2,"['1/7', '1/5']"
2809,482,2,2,"['1/7', '1/5']"
2810,482,2,2,"['1/7', '1/5']"
2811,482,2,2,"['1/7', '1/5']"
2812,483,2,2,"['1/7', '1/5']"
2813,483,2,2,"['1/7', '1/5']"
2814,483,2,2,"['1/7', '1/5']"
2815,483,2,2,"['1/7', '1/5']"
2816,484,2,2,"['1/7', '1/5']"
2817,484,2,2,"['1/7', '1/5']"
2818,484,2,2,"['1/7', '1/5']"
2819,484,2,2,"['1/7', '1/5']"
2820,484,2,2,"['1/7', '1/5']"
2821,484,2,2,"['1/7', '1/5']"
2822,485,2,2,"['1/7', '1/5']"
2823,485,2,2,"['1/7', '1/5']"
2824,485,2,2,"['1/7', '1/5']"
2825,485,2,2,"['1/7', '1/5']"
2826,485,2,2,"['1/7', '1/5']"
2827,485,2,2,"['1/7', '1/5']"
2828,485,2,2,"['1/7', '1/5']"
2829,485,2,2,"['1/7', '1/5']"
2830,486,2,2,"['1/7', '1/5']"
2831,486,2,2,"['1/7', '1/5']"
2832,487,2,2,"['1/7', '1/5']"
2833,487,2,2,"['1/7', '1/5']"
2834,487,2,2,"['1/7', '1/5']"
2835,487,2,2,"['1/7', '1/5']"
2836,487,2,2,"['1/7', '1/5']"
2837,487,2,2,"['1/7', '1/5']"
2838,487,2,2,"['1/7', '1/5']"
2839,487,2,2,"['1/7', '1/5']"
2840,487,2,2,"['1/7', '1/5']"
2841,487,2,2,"['1/7', '1/5']"
2842,488,2,2,"['1/7', '1/5']"
2843,488,2,2,"['1/7', '1/5']"
2844,489,2,2,"['1/7', '1/5']"
2845,489,2,2,"['1/7', '1/5']"
2846,489,2,2,"['1/7', '1/5']"
2847,489,2,2,"['1/7', '1/5']"
2848,489,2,2,"['1/7', '1/5']"
2849,489,2,2,"['1/7', '1/5']"
2850,489,2,2,"['1/7', '1/5']"
2851,489,2,2,"['1/7', '1/5']"
2852,490,2,2,"['1/7', '1/5']"
2853,490,2,2,"['1/7', '1/5']"
2854,490,2,2,"['1/7', '1/5']"
2855,490,2,2,"['1/7', '1/5']"
2856,490,2,2,"['1/7', '1/5']"
2857,490,2,2,"['1/7', '1/5']"
2858,491,2,2,"['1/7', '1/5']"
2859,491,2,2,"['1/7', '1/5']"
2860,491,2,2,"['1/7', '1/5']"
2861,491,2,2,"['1/7', '1/5']"
2862,492,2,2,"['1/7', '1/5']"
2863,492,2,2,"['1/7', '1/5']"
2864,492,2,2,"['1/7', '1/5']"
2865,492,2,2,"['1/7', '1/5']"
2866,492,2,2,"['1/7', '1/5']"
2867,492,2,2,"['1/7', '1/5']"
2868,492,2,2,"['1/7', '1/5']"
2869,492,2,2,"['1/7', '1/5']"
2870,492,2,2,"['1/7', '1/5']"
2871,492,2,2,"['1/7', '1/5']"
2872,494,2,2,"['1/7', '1/5']"
2873,494,2,2,"['1/7', '1/5']"
2874,494,2,2,"['1/7', '1/5']"
2875,480,1,1,['1/6']
2876,480,1,1,['1/6']
2877,480,1,1,['1/6']
2878,480,1,1,['1/6']
2879,480,1,1,['1/6']
2880,480,1,1,['1/6']
2881,481,1,1,['1/6']
2882,481,1,1,['1/6']
2883,481,1,1,['1/6']
2884,481,1,1,['1/6']
2885,481,1,1,['1/6']
2886,481,1,1,['1/6']
2887,482,1,1,['1/6']
2888,482,1,1,['1/6']
2889,482,1,1,['1/6']
2890,482,1,1,['1/6']
2891,482,1,1,['1/6']
2892,482,1,1,['1/6']
2893,483,1,1,['1/6']
2894,483,1,1,['1/6']
2895,483,1,1,['1/6']
2896,483,1,1,['1/6']
2897,483,1,1,['1/6']
2898,483,1,1,['1/6']
2899,484,1,1,['1/6']
2900,484,1,1,['1/6']
2901,484,1,1,['1/6']
2902,484,1,1,['1/6']
2903,484,1,1,['1/6']
2904,484,1,1,['1/6']
2905,485,1,1,['1/6']
2906,485,1,1,['1/6']
2907,485,1,1,['1/6']
2908,485,1,1,['1/6']
2909,485,1,1,['1/6']
2910,485,1,1,['1/6']
2911,486,1,1,['1/6']
2912,486,1,1,['1/6']
2913,486,1,1,['1/6']
2914,486,1,1,['1/6']
2915,486,1,1,['1/6']
2916,486,1,1,['1/6']
2917,487,1,1,['1/6']
2918,487,1,1,['1/6']
2919,487,1,1,['1/6']
2920,487,1,1,['1/6']
2921,487,1,1,['1/6']
2922,487,1,1,['1/6']
2923,488,1,1,['1/6']
2924,488,1,1,['1/6']
2925,488,1,1,['1/6']
2926,488,1,1,['1/6']
2927,488,1,1,['1/6']
2928,488,1,1,['1/6']
2929,489,1,1,['1/6']
2930,489,1,1,['1/6']
2931,489,1,1,['1/6']
2932,489,1,1,['1/6']
2933,489,1,1,['1/6']
2934,489,1,1,['1/6']
2935,490,1,1,['1/6']
2936,490,1,1,['1/6']
2937,490,1,1,['1/6']
2938,490,1,1,['1/6']
2939,490,1,1,['1/6']
2940,490,1,1,['1/6']
2941,491,1,1,['1/6']
2942,491,1,1,['1/6']
2943,491,1,1,['1/6']
2944,491,1,1,['1/6']
2945,491,1,1,['1/6']
2946,491,1,1,['1/6']
2947,492,1,1,['1/6']
2948,492,1,1,['1/6']
2949,492,1,1,['1/6']
2950,492,1,1,['1/6']
2951,492,1,1,['1/6']
2952,492,1,1,['1/6']
2953,493,1,1,['1/6']
2954,493,1,1,['1/6']
2955,493,1,1,['1/6']
2956,493,1,1,['1/6']
2957,493,1,1,['1/6']
2958,493,1,1,['1/6']
2959,494,1,1,['1/6']
2960,494,1,1,['1/6']
2961,494,1,1,['1/6']
2962,494,1,1,['1/6']
2963,494,1,1,['1/6']
2964,494,1,1,['1/6']
2965,495,1,1,['1/6']
2966,495,1,1,['1/6']
2967,495,1,1,['1/6']
2968,495,1,1,['1/6']
2969,495,1,1,['1/6']
2970,495,1,1,['1/6']
2971,496,1,1,['1/6']
2972,496,1,1,['1/6']
2973,496,1,1,['1/6']
2974,496,1,1,['1/6']
2975,496,1,1,['1/6']
2976,496,1,1,['1/6']
2977,497,1,1,['1/6']
2978,497,1,1,['1/6']
2979,497,1,1,['1/6']
2980,497,1,1,['1/6']
2981,497,1,1,['1/6']
2982,497,1,1,['1/6']
2983,498,1,1,['1/6']
2984,498,1,1,['1/6']
2985,498,1,1,['1/6']
2986,498,1,1,['1/6']
2987,498,1,1,['1/6']
2988,498,1,1,['1/6']
2989,499,1,1,['1/6']
2990,499,1,1,['1/6']
2991,499,1,1,['1/6']
2992,499,1,1,['1/6']
2993,499,1,1,['1/6']
2994,499,1,1,['1/6']
2995,500,1,1,['1/6']
2996,500,1,1,['1/6']
2997,500,1,1,['1/6']
2998,500,1,1,['1/6']
2999,500,1,1,['1/6']
3000,500,1,1,['1/6']
3001,501,1,1,['1/6']
3002,501,1,1,['1/6']
3003,501,1,1,['1/6']
3004,501,1,1,['1/6']
3005,501,1,1,['1/6']
3006,501,1,1,['1/6']
3007,502,1,1,['1/6']
3008,502,1,1,['1/6']
3009,502,1,1,['1/6']
3010,502,1,1,['1/6']
3011,502,1,1,['1/6']
3012,502,1,1,['1/6']
3013,503,1,1,['1/6']
3014,503,1,1,['1/6']
3015,503,1,1,['1/6']
3016,503,1,1,['1/6']
3017,503,1,1,['1/6']
3018,503,1,1,['1/6']
3019,504,1,1,['1/6']
3020,504,1,1,['1/6']
3021,504,1,1,['1/6']
3022,504,1,1,['1/6']
3023,504,1,1,['1/6']
3024,504,1,1,['1/6']
3025,505,1,1,['1/6']
3026,505,1,1,['1/6']
3027,505,1,1,['1/6']
3028,505,1,1,['1/6']
3029,505,1,1,['1/6']
3030,505,1,1,['1/6']
3031,506,1,1,['1/6']
3032,506,1,1,['1/6']
3033,506,1,1,['1/6']
3034,506,1,1,['1/6']
3035,506,1,1,['1/6']
3036,506,1,1,['1/6']
3037,507,1,1,['1/6']
3038,507,1,1,['1/6']
3039,507,1,1,['1/6']
3040,507,1,1,['1/6']
3041,507,1,1,['1/6']
3042,507,1,1,['1/6']
3043,508,1,1,['1/6']
3044,508,1,1,['1/6']
3045,508,1,1,['1/6']
3046,508,1,1,['1/6']
3047,508,1,1,['1/6']
3048,508,1,1,['1/6']
3049,509,1,1,['1/6']
3050,509,1,1,['1/6']
3051,509,1,1,['1/6']
3052,509,1,1,['1/6']
3053,509,1,1,['1/6']
3054,509,1,1,['1/6']
3055,510,1,1,['1/6']
3056,510,1,1,['1/6']
3057,510,1,1,['1/6']
3058,510,1,1,['1/6']
3059,510,1,1,['1/6']
3060,510,1,1,['1/6']
3061,511,1,1,['1/6']
3062,511,1,1,['1/6']
3063,511,1,1,['1/6']
3064,511,1,1,['1/6']
3065,511,1,1,['1/6']
3066,511,1,1,['1/6']
3067,512,1,1,['1/6']
3068,512,1,1,['1/6']
3069,512,1,1,['1/6']
3070,512,1,1,['1/6']
3071,512,1,1,['1/6']
3072,512,1,1,['1/6']
3073,513,1,1,['1/6']
3074,513,1,1,['1/6']
3075,513,1,1,['1/6']
3076,513,1,1,['1/6']
3077,513,1,1,['1/6']
3078,513,1,1,['1/6']
3079,514,1,1,['1/6']
3080,514,1,1,['1/6']
3081,514,1,1,['1/6']
3082,514,1,1,['1/6']
3083,514,1,1,['1/6']
3084,514,1,1,['1/6']
3085,515,1,1,['1/6']
3086,515,1,1,['1/6']
3087,515,1,1,['1/6']
3088,515,1,1,['1/6']
3089,515,1,1,['1/6']
3090,515,1,1,['1/6']
3091,516,1,1,['1/6']
3092,516,1,1,['1/6']
3093,516,1,1,['1/6']
3094,516,1,1,['1/6']
3095,516,1,1,['1/6']
3096,516,1,1,['1/6']
3097,517,1,1,['1/6']
3098,517,1,1,['1/6']
3099,517,1,1,['1/6']
3100,517,1,1,['1/6']
3101,517,1,1,['1/6']
3102,517,1,1,['1/6']
3103,518,1,1,['1/6']
3104,518,1,1,['1/6']
3105,518,1,1,['1/6']
3106,518,1,1,['1/6']
3107,518,1,1,['1/6']
3108,518,1,1,['1/6']
3109,519,1,1,['1/6']
3110,519,1,1,['1/6']
3111,519,1,1,['1/6']
3112,519,1,1,['1/6']
3113,519,1,1,['1/6']
3114,519,1,1,['1/6']
3115,520,1,1,['1/6']
3116,520,1,1,['1/6']
3117,520,1,1,['1/6']
3118,520,1,1,['1/6']
3119,520,1,1,['1/6']
3120,520,1,1,['1/6']
3121,521,1,1,['1/6']
3122,521,1,1,['1/6']
3123,521,1,1,['1/6']
3124,521,1,1,['1/6']
3125,521,1,1,['1/6']
3126,521,1,1,['1/6']
3127,522,1,1,['1/6']
3128,522,1,1,['1/6']
3129,522,1,1,['1/6']
3130,522,1,1,['1/6']
3131,522,1,1,['1/6']
3132,522,1,1,['1/6']
3133,523,1,1,['1/6']
3134,523,1,1,['1/6']
3135,523,1,1,['1/6']
3136,523,1,1,['1/6']
3137,523,1,1,['1/6']
3138,523,1,1,['1/6']
3139,524,1,1,['1/6']
3140,524,1,1,['1/6']
3141,524,1,1,['1/6']
3142,524,1,1,['1/6']
3143,524,1,1,['1/6']
3144,524,1,1,['1/6']
3145,525,1,1,['1/6']
3146,525,1,1,['1/6']
3147,525,1,1,['1/6']
3148,525,1,1,['1/6']
3149,525,1,1,['1/6']
3150,525,1,1,['1/6']
3151,488,2,2,"['1/7', '1/6']"
3152,489,2,2,"['1/7', '1/6']"
3153,489,2,2,"['1/7', '1/6']"
3154,489,2,2,"['1/7', '1/6']"
3155,489,2,2,"['1/7', '1/6']"
3156,489,2,2,"['1/7', '1/6']"
3157,489,2,2,"['1/7', '1/6']"
3158,490,2,2,"['1/7', '1/6']"
3159,490,2,2,"['1/7', '1/6']"
3160,490,2,2,"['1/7', '1/6']"
3161,490,2,2,"['1/7', '1/6']"
3162,490,2,2,"['1/7', '1/6']"
3163,490,2,2,"['1/7', '1/6']"
3164,490,2,2,"['1/7', '1/6']"
3165,490,2,2,"['1/7', '1/6']"
3166,491,2,2,"['1/7', '1/6']"
3167,491,2,2,"['1/7', '1/6']"
3168,491,2,2,"['1/7', '1/6']"
3169,491,2,2,"['1/7', '1/6']"
3170,492,2,2,"['1/7', '1/6']"
3171,492,2,2,"['1/7', '1/6']"
3172,492,2,2,"['1/7', '1/6']"
3173,492,2,2,"['1/7', '1/6']"
3174,492,2,2,"['1/7', '1/6']"
3175,492,2,2,"['1/7', '1/6']"
3176,492,2,2,"['1/7', '1/6']"
3177,492,2,2,"['1/7', '1/6']"
3178,492,2,2,"['1/7', '1/6']"
3179,492,2,2,"['1/7', '1/6']"
3180,493,2,2,"['1/7', '1/6']"
3181,493,2,2,"['1/7', '1/6']"
3182,494,2,2,"['1/7', '1/6']"
3183,494,2,2,"['1/7', '1/6']"
3184,494,2,2,"['1/7', '1/6']"
3185,494,2,2,"['1/7', '1/6']"
3186,494,2,2,"['1/7', '1/6']"
3187,494,2,2,"['1/7', '1/6']"
3188,494,2,2,"['1/7', '1/6']"
3189,494,2,2,"['1/7', '1/6']"
3190,494,2,2,"['1/7', '1/6']"
3191,494,2,2,"['1/7', '1/6']"
3192,494,2,2,"['1/7', '1/6']"
3193,494,2,2,"['1/7', '1/6']"
3194,496,2,2,"['1/7', '1/6']"
3195,496,2,2,"['1/7', '1/6']"
3196,496,2,2,"['1/7', '1/6']"
3197,496,2,2,"['1/7', '1/6']"
3198,496,2,2,"['1/7', '1/6']"
3199,496,2,2,"['1/7', '1/6']"
3200,496,2,2,"['1/7', '1/6']"
3201,496,2,2,"['1/7', '1/6']"
3202,496,2,2,"['1/7', '1/6']"
3203,496,2,2,"['1/7', '1/6']"
3204,496,2,2,"['1/7', '1/6']"
3205,496,2,2,"['1/7', '1/6']"
3206,497,2,2,"['1/7', '1/6']"
3207,497,2,2,"['1/7', '1/6']"
3208,498,2,2,"['1/7', '1/6']"
3209,498,2,2,"['1/7', '1/6']"
3210,498,2,2,"['1/7', '1/6']"
3211,498,2,2,"['1/7', '1/6']"
3212,498,2,2,"['1/7', '1/6']"
3213,498,2,2,"['1/7', '1/6']"
3214,498,2,2,"['1/7', '1/6']"
3215,498,2,2,"['1/7', '1/6']"
3216,498,2,2,"['1/7', '1/6']"
3217,498,2,2,"['1/7', '1/6']"
3218,499,2,2,"['1/7', '1/6']"
3219,499,2,2,"['1/7', '1/6']"
3220,499,2,2,"['1/7', '1/6']"
3221,499,2,2,"['1/7', '1/6']"
3222,500,2,2,"['1/7', '1/6']"
3223,500,2,2,"['1/7', '1/6']"
3224,500,2,2,"['1/7', '1/6']"
3225,500,2,2,"['1/7', '1/6']"
3226,500,2,2,"['1/7', '1/6']"
3227,500,2,2,"['1/7', '1/6']"
3228,500,2,2,"['1/7', '1/6']"
3229,500,2,2,"['1/7', '1/6']"
3230,501,2,2,"['1/7', '1/6']"
3231,501,2,2,"['1/7', '1/6']"
3232,501,2,2,"['1/7', '1/6']"
3233,501,2,2,"['1/7', '1/6']"
3234,501,2,2,"['1/7', '1/6']"
3235,501,2,2,"['1/7', '1/6']"
3236,502,2,2,"['1/7', '1/6']"
3237,502,2,2,"['1/7', '1/6']"
3238,502,2,2,"['1/7', '1/6']"
3239,502,2,2,"['1/7', '1/6']"
3240,502,2,2,"['1/7', '1/6']"
3241,502,2,2,"['1/7', '1/6']"
3242,503,2,2,"['1/7', '1/6']"
3243,503,2,2,"['1/7', '1/6']"
3244,503,2,2,"['1/7', '1/6']"
3245,503,2,2,"['1/7', '1/6']"
3246,503,2,2,"['1/7', '1/6']"
3247,503,2,2,"['1/7', '1/6']"
3248,503,2,2,"['1/7', '1/6']"
3249,503,2,2,"['1/7', '1/6']"
3250,504,2,2,"['1/7', '1/6']"
3251,504,2,2,"['1/7', '1/6']"
3252,504,2,2,"['1/7', '1/6']"
3253,504,2,2,"['1/7', '1/6']"
3254,505,2,2,"['1/7', '1/6']"
3255,505,2,2,"['1/7', '1/6']"
3256,505,2,2,"['1/7', '1/6']"
3257,505,2,2,"['1/7', '1/6']"
3258,505,2,2,"['1/7', '1/6']"
3259,505,2,2,"['1/7', '1/6']"
3260,505,2,2,"['1/7', '1/6']"
3261,505,2,2,"['1/7', '1/6']"
3262,505,2,2,"['1/7', '1/6']"
3263,505,2,2,"['1/7', '1/6']"
3264,506,2,2,"['1/7', '1/6']"
3265,506,2,2,"['1/7', '1/6']"
3266,507,2,2,"['1/7', '1/6']"
3267,507,2,2,"['1/7', '1/6']"
3268,507,2,2,"['1/7', '1/6']"
3269,507,2,2,"['1/7', '1/6']"
3270,507,2,2,"['1/7', '1/6']"
3271,507,2,2,"['1/7', '1/6']"
3272,507,2,2,"['1/7', '1/6']"
3273,507,2,2,"['1/7', '1/6']"
3274,507,2,2,"['1/7', '1/6']"
3275,507,2,2,"['1/7', '1/6']"
3276,507,2,2,"['1/7', '1/6']"
3277,507,2,2,"['1/7', '1/6']"
3278,509,2,2,"['1/7', '1/6']"
3279,509,2,2,"['1/7', '1/6']"
3280,509,2,2,"['1/7', '1/6']"
3281,509,2,2,"['1/7', '1/6']"
3282,480,2,2,"['1/8', '1/6']"
3283,480,2,2,"['1/8', '1/6']"
3284,480,2,2,"['1/8', '1/6']"
3285,480,2,2,"['1/8', '1/6']"
3286,480,2,2,"['1/8', '1/6']"
3287,480,2,2,"['1/8', '1/6']"
3288,480,2,2,"['1/8', '1/6']"
3289,480,2,2,"['1/8', '1/6']"
3290,481,2,2,"['1/8', '1/6']"
3291,481,2,2,"['1/8', '1/6']"
3292,481,2,2,"['1/8', '1/6']"
3293,481,2,2,"['1/8', '1/6']"
3294,481,2,2,"['1/8', '1/6']"
3295,481,2,2,"['1/8', '1/6']"
3296,481,2,2,"['1/8', '1/6']"
3297,481,2,2,"['1/8', '1/6']"
3298,482,2,2,"['1/8', '1/6']"
3299,482,2,2,"['1/8', '1/6']"
3300,482,2,2,"['1/8', '1/6']"
3301,482,2,2,"['1/8', '1/6']"
3302,483,2,2,"['1/8', '1/6']"
3303,483,2,2,"['1/8', '1/6']"
3304,483,2,2,"['1/8', '1/6']"
3305,483,2,2,"['1/8', '1/6']"
3306,483,2,2,"['1/8', '1/6']"
3307,483,2,2,"['1/8', '1/6']"
3308,483,2,2,"['1/8', '1/6']"
3309,483,2,2,"['1/8', '1/6']"
3310,483,2,2,"['1/8', '1/6']"
3311,483,2,2,"['1/8', '1/6']"
3312,483,2,2,"['1/8', '1/6']"
3313,483,2,2,"['1/8', '1/6']"
3314,485,2,2,"['1/8', '1/6']"
3315,485,2,2,"['1/8', '1/6']"
3316,485,2,2,"['1/8', '1/6']"
3317,485,2,2,"['1/8', '1/6']"
3318,485,2,2,"['1/8', '1/6']"
3319,485,2,2,"['1/8', '1/6']"
3320,485,2,2,"['1/8', '1/6']"
3321,485,2,2,"['1/8', '1/6']"
3322,485,2,2,"['1/8', '1/6']"
3323,485,2,2,"['1/8', '1/6']"
3324,485,2,2,"['1/8', '1/6']"
3325,485,2,2,"['1/8', '1/6']"
3326,486,2,2,"['1/8', '1/6']"
3327,486,2,2,"['1/8', '1/6']"
3328,486,2,2,"['1/8', '1/6']"
3329,486,2,2,"['1/8', '1/6']"
3330,487,2,2,"['1/8', '1/6']"
3331,487,2,2,"['1/8', '1/6']"
3332,487,2,2,"['1/8', '1/6']"
3333,487,2,2,"['1/8', '1/6']"
3334,487,2,2,"['1/8', '1/6']"
3335,487,2,2,"['1/8', '1/6']"
3336,487,2,2,"['1/8', '1/6']"
3337,487,2,2,"['1/8', '1/6']"
3338,488,2,2,"['1/8', '1/6']"
3339,488,2,2,"['1/8', '1/6']"
3340,488,2,2,"['1/8', '1/6']"
3341,488,2,2,"['1/8', '1/6']"
3342,488,2,2,"['1/8', '1/6']"
3343,488,2,2,"['1/8', '1/6']"
3344,488,2,2,"['1/8', '1/6']"
3345,488,2,2,"['1/8', '1/6']"
3346,489,2,2,"['1/8', '1/6']"
3347,489,2,2,"['1/8', '1/6']"
3348,489,2,2,"['1/8', '1/6']"
3349,489,2,2,"['1/8', '1/6']"
3350,490,2,2,"['1/8', '1/6']"
3351,490,2,2,"['1/8', '1/6']"
3352,490,2,2,"['1/8', '1/6']"
3353,490,2,2,"['1/8', '1/6']"
3354,480,1,1,['1/7']
3355,480,1,1,['1/7']
3356,480,1,1,['1/7']
3357,480,1,1,['1/7']
3358,480,1,1,['1/7']
3359,480,1,1,['1/7']
3360,480,1,1,['1/7']
3361,481,1,1,['1/7']
3362,481,1,1,['1/7']
3363,481,1,1,['1/7']
3364,481,1,1,['1/7']
3365,481,1,1,['1/7']
3366,481,1,1,['1/7']
3367,481,1,1,['1/7']
3368,482,1,1,['1/7']
3369,482,1,1,['1/7']
3370,482,1,1,['1/7']
3371,482,1,1,['1/7']
3372,482,1,1,['1/7']
3373,482,1,1,['1/7']
3374,482,1,1,['1/7']
3375,483,1,1,['1/7']
3376,483,1,1,['1/7']
3377,483,1,1,['1/7']
3378,483,1,1,['1/7']
3379,483,1,1,['1/7']
3380,483,1,1,['1/7']
3381,483,1,1,['1/7']
3382,484,1,1,['1/7']
3383,484,1,1,['1/7']
3384,484,1,1,['1/7']
3385,484,1,1,['1/7']
3386,484,1,1,['1/7']
3387,484,1,1,['1/7']
3388,484,1,1,['1/7']
3389,485,1,1,['1/7']
3390,485,1,1,['1/7']
3391,485,1,1,['1/7']
3392,485,1,1,['1/7']
3393,485,1,1,['1/7']
3394,485,1,1,['1/7']
3395,485,1,1,['1/7']
3396,486,1,1,['1/7']
3397,486,1,1,['1/7']
3398,486,1,1,['1/7']
3399,486,1,1,['1/7']
3400,486,1,1,['1/7']
3401,486,1,1,['1/7']
3402,486,1,1,['1/7']
3403,487,1,1,['1/7']
3404,487,1,1,['1/7']
3405,487,1,1,['1/7']
3406,487,1,1,['1/7']
3407,487,1,1,['1/7']
3408,487,1,1,['1/7']
3409,487,1,1,['1/7']
3410,488,1,1,['1/7']
3411,488,1,1,['1/7']
3412,488,1,1,['1/7']
3413,488,1,1,['1/7']
3414,488,1,1,['1/7']
3415,488,1,1,['1/7']
3416,488,1,1,['1/7']
3417,489,1,1,['1/7']
3418,489,1,1,['1/7']
3419,489,1,1,['1/7']
3420,489,1,1,['1/7']
3421,489,1,1,['1/7']
3422,489,1,1,['1/7']
3423,489,1,1,['1/7']
3424,490,1,1,['1/7']
3425,490,1,1,['1/7']
3426,490,1,1,['1/7']
3427,490,1,1,['1/7']
3428,490,1,1,['1/7']
3429,490,1,1,['1/7']
3430,490,1,1,['1/7']
3431,491,1,1,['1/7']
3432,491,1,1,['1/7']
3433,491,1,1,['1/7']
3434,491,1,1,['1/7']
3435,491,1,1,['1/7']
3436,491,1,1,['1/7']
3437,491,1,1,['1/7']
3438,492,1,1,['1/7']
3439,492,1,1,['1/7']
3440,492,1,1,['1/7']
3441,492,1,1,['1/7']
3442,492,1,1,['1/7']
3443,492,1,1,['1/7']
3444,492,1,1,['1/7']
3445,493,1,1,['1/7']
3446,493,1,1,['1/7']
3447,493,1,1,['1/7']
3448,493,1,1,['1/7']
3449,493,1,1,['1/7']
3450,493,1,1,['1/7']
3451,493,1,1,['1/7']
3452,494,1,1,['1/7']
3453,494,1,1,['1/7']
3454,494,1,1,['1/7']
3455,494,1,1,['1/7']
3456,494,1,1,['1/7']
3457,494,1,1,['1/7']
3458,494,1,1,['1/7']
3459,495,1,1,['1/7']
3460,495,1,1,['1/7']
3461,495,1,1,['1/7']
3462,495,1,1,['1/7']
3463,495,1,1,['1/7']
3464,495,1,1,['1/7']
3465,495,1,1,['1/7']
3466,496,1,1,['1/7']
3467,496,1,1,['1/7']
3468,496,1,1,['1/7']
3469,496,1,1,['1/7']
3470,496,1,1,['1/7']
3471,496,1,1,['1/7']
3472,496,1,1,['1/7']
3473,497,1,1,['1/7']
3474,497,1,1,['1/7']
3475,497,1,1,['1/7']
3476,497,1,1,['1/7']
3477,497,1,1,['1/7']
3478,497,1,1,['1/7']
3479,497,1,1,['1/7']
3480,498,1,1,['1/7']
3481,498,1,1,['1/7']
3482,498,1,1,['1/7']
3483,498,1,1,['1/7']
3484,498,1,1,['1/7']
3485,498,1,1,['1/7']
3486,498,1,1,['1/7']
3487,499,1,1,['1/7']
3488,499,1,1,['1/7']
3489,499,1,1,['1/7']
3490,499,1,1,['1/7']
3491,499,1,1,['1/7']
3492,499,1,1,['1/7']
3493,499,1,1,['1/7']
3494,500,1,1,['1/7']
3495,500,1,1,['1/7']
3496,500,1,1,['1/7']
3497,500,1,1,['1/7']
3498,500,1,1,['1/7']
3499,500,1,1,['1/7']
3500,500,1,1,['1/7']
3501,501,1,1,['1/7']
3502,501,1,1,['1/7']
3503,501,1,1,['1/7']
3504,501,1,1,['1/7']
3505,501,1,1,['1/7']
3506,501,1,1,['1/7']
3507,501,1,1,['1/7']
3508,502,1,1,['1/7']
3509,502,1,1,['1/7']
3510,502,1,1,['1/7']
3511,502,1,1,['1/7']
3512,502,1,1,['1/7']
3513,502,1,1,['1/7']
3514,502,1,1,['1/7']
3515,503,1,1,['1/7']
3516,503,1,1,['1/7']
3517,503,1,1,['1/7']
3518,503,1,1,['1/7']
3519,503,1,1,['1/7']
3520,503,1,1,['1/7']
3521,503,1,1,['1/7']
3522,504,1,1,['1/7']
3523,504,1,1,['1/7']
3524,504,1,1,['1/7']
3525,504,1,1,['1/7']
3526,504,1,1,['1/7']
3527,504,1,1,['1/7']
3528,504,1,1,['1/7']
3529,505,1,1,['1/7']
3530,505,1,1,['1/7']
3531,505,1,1,['1/7']
3532,505,1,1,['1/7']
3533,505,1,1,['1/7']
3534,505,1,1,['1/7']
3535,505,1,1,['1/7']
3536,506,1,1,['1/7']
3537,506,1,1,['1/7']
3538,506,1,1,['1/7']
3539,506,1,1,['1/7']
3540,506,1,1,['1/7']
3541,506,1,1,['1/7']
3542,506,1,1,['1/7']
3543,507,1,1,['1/7']
3544,507,1,1,['1/7']
3545,507,1,1,['1/7']
3546,507,1,1,['1/7']
3547,507,1,1,['1/7']
3548,507,1,1,['1/7']
3549,507,1,1,['1/7']
3550,508,1,1,['1/7']
3551,508,1,1,['1/7']
3552,508,1,1,['1/7']
3553,508,1,1,['1/7']
3554,508,1,1,['1/7']
3555,508,1,1,['1/7']
3556,508,1,1,['1/7']
3557,509,1,1,['1/7']
3558,509,1,1,['1/7']
3559,509,1,1,['1/7']
3560,509,1,1,['1/7']
3561,509,1,1,['1/7']
3562,509,1,1,['1/7']
3563,509,1,1,['1/7']
3564,510,1,1,['1/7']
3565,510,1,1,['1/7']
3566,510,1,1,['1/7']
3567,510,1,1,['1/7']
3568,510,1,1,['1/7']
3569,510,1,1,['1/7']
3570,510,1,1,['1/7']
3571,511,1,1,['1/7']
3572,511,1,1,['1/7']
3573,511,1,1,['1/7']
3574,511,1,1,['1/7']
3575,511,1,1,['1/7']
3576,511,1,1,['1/7']
3577,511,1,1,['1/7']
3578,512,1,1,['1/7']
3579,512,1,1,['1/7']
3580,512,1,1,['1/7']
3581,512,1,1,['1/7']
